city,state_id,state_name,population,density
Willowbrook,CA,California,22811,5694
Morton Grove,IL,Illinois,22796,1729
Keene,NH,New Hampshire,22786,237
Marina,CA,California,22781,989
Solon,OH,Ohio,22779,431
New Brighton,MN,Minnesota,22753,1352
Mandan,ND,North Dakota,22752,650
Pittsburg,KS,Kansas,22711,592
Elizabeth City,NC,North Carolina,22711,586
Harriman,TN,Tennessee,22708,225
Ives Estates,FL,Florida,22707,3442
Greenfield,MA,Massachusetts,22703,311
Fairhope,AL,Alabama,22677,626
Cottage Lake,WA,Washington,22677,384
Machesney Park,IL,Illinois,22677,690
Braidwood,IL,Illinois,22670,450
Hurricane,UT,Utah,22666,139
Trussville,AL,Alabama,22635,254
Waynesboro,VA,Virginia,22630,583
Johnston,IA,Iowa,22582,520
Corcoran,CA,California,22581,1150
Meadville,PA,Pennsylvania,22580,1117
Landover,MD,Maryland,22553,2177
Happy Valley,OR,Oregon,22553,765
East Peoria,IL,Illinois,22546,430
Hopewell,VA,Virginia,22529,840
Fort Walton Beach,FL,Florida,22521,1136
Nixa,MO,Missouri,22515,953
Clinton,UT,Utah,22499,1464
Munster,IN,Indiana,22476,1150
Christiansburg,VA,Virginia,22473,615
Anthem,AZ,Arizona,22468,1096
Roselle,IL,Illinois,22463,1585
Garden City,NY,New York,22454,1626
The Crossings,FL,Florida,22441,2508
Warrensburg,MO,Missouri,22410,838
Kihei,HI,Hawaii,22402,923
Union City,GA,Georgia,22399,439
Millbrae,CA,California,22394,2659
Florida Ridge,FL,Florida,22372,802
Silver Firs,WA,Washington,22358,1259
Dolton,IL,Illinois,22348,1887
Duncan,OK,Oklahoma,22344,201
Brent,FL,Florida,22337,831
Northfield,MN,Minnesota,22325,942
Highland,IN,Indiana,22316,1234
Sequim,WA,Washington,22304,466
Prairie Village,KS,Kansas,22295,1386
Kuna,ID,Idaho,22292,434
Coralville,IA,Iowa,22290,685
Fort Mill,SC,South Carolina,22284,441
Rose Hill,VA,Virginia,22252,1529
Hudson,OH,Ohio,22237,335
Lutz,FL,Florida,22235,351
Taylors,SC,South Carolina,22230,812
Roanoke Rapids,NC,North Carolina,22225,557
Vega Baja,PR,Puerto Rico,22211,1376
Raymore,MO,Missouri,22194,494
Ensley,FL,Florida,22194,703
Fremont,OH,Ohio,22191,720
Mukwonago,WI,Wisconsin,22185,383
Watertown,SD,South Dakota,22174,472
East Patchogue,NY,New York,22172,1028
Lebanon,OR,Oregon,22160,964
Pickerington,OH,Ohio,22158,868
Lexington,SC,South Carolina,22157,722
Arvin,CA,California,22155,1750
Lino Lakes,MN,Minnesota,22119,302
Augusta,ME,Maine,22116,130
Milford,DE,Delaware,22102,463
Shelbyville,TN,Tennessee,22101,462
Corinth,TX,Texas,22099,1095
Naples,FL,Florida,22088,693
West Carson,CA,California,22079,3762
Maple Heights,OH,Ohio,22078,1648
Lealman,FL,Florida,22034,2112
Chester,VA,Virginia,22032,644
Gardner,KS,Kansas,22031,826
Union Hill-Novelty Hill,WA,Washington,21992,350
Hayesville,OR,Oregon,21979,2802
Siloam Springs,AR,Arkansas,21975,580
Piqua,OH,Ohio,21936,707
Fish Hawk,FL,Florida,21929,522
Port Hueneme,CA,California,21926,1913
Lakeside,CA,California,21917,1221
Summit,NJ,New Jersey,21897,1410
Secaucus,NJ,New Jersey,21893,1450
Golden Valley,MN,Minnesota,21886,828
Jasmine Estates,FL,Florida,21865,2378
Mount Vernon,OH,Ohio,21864,676
Bloomington,CA,California,21847,1389
Camp Springs,MD,Maryland,21841,1098
Lennox,CA,California,21818,7703
Roselle,NJ,New Jersey,21811,3195
Geneva,IL,Illinois,21809,848
Sunny Isles Beach,FL,Florida,21804,8330
Rancho San Diego,CA,California,21799,967
Massapequa,NY,New York,21784,2363
Bloomingdale,IL,Illinois,21779,1243
Shafter,CA,California,21734,203
Eastmont,WA,Washington,21733,1640
Katy,TX,Texas,21729,576
Brownwood,TX,Texas,21729,476
Del City,OK,Oklahoma,21712,1115
Jacksonville,IL,Illinois,21685,680
North Bay Shore,NY,New York,21679,2604
Silverdale,WA,Washington,21677,662
Kapolei,HI,Hawaii,21674,2022
Allendale,MI,Michigan,21672,368
Darien,IL,Illinois,21628,1346
Perrysburg,OH,Ohio,21626,702
Lewistown,PA,Pennsylvania,21614,1545
Hamtramck,MI,Michigan,21599,3980
La Porte,IN,Indiana,21569,713
Clarksville,IN,Indiana,21558,835
New Castle,IN,Indiana,21555,898
Bellview,FL,Florida,21515,713
Biddeford,ME,Maine,21504,275
McNair,VA,Virginia,21485,4062
Villa Park,IL,Illinois,21483,1757
Fernley,NV,Nevada,21476,67
Elkridge,MD,Maryland,21458,987
Mukilteo,WA,Washington,21441,1323
Atoka,TN,Tennessee,21428,303
Prichard,AL,Alabama,21428,326
Hays,KS,Kansas,21421,955
Birmingham,MI,Michigan,21389,1721
Easley,SC,South Carolina,21364,661
Brambleton,VA,Virginia,21358,1433
Mountlake Terrace,WA,Washington,21338,2031
Ramona,CA,California,21323,214
Owosso,MI,Michigan,21315,1062
King of Prussia,PA,Pennsylvania,21313,969
DeBary,FL,Florida,21305,433
Eustis,FL,Florida,21303,784
South Euclid,OH,Ohio,21297,1768
South Holland,IL,Illinois,21296,1136
Palm Valley,FL,Florida,21292,675
North Plainfield,NJ,New Jersey,21289,2927
Ashland,OR,Oregon,21281,1238
Sapulpa,OK,Oklahoma,21278,348
Duarte,CA,California,21271,1224
Marietta,OH,Ohio,21267,611
Battle Ground,WA,Washington,21252,964
Stephenville,TX,Texas,21247,690
Amsterdam,NY,New York,21241,1168
Oxford,AL,Alabama,21225,257
Park Forest,IL,Illinois,21210,1650
Evans,CO,Colorado,21205,804
Alexandria,MN,Minnesota,21204,310
Fort Atkinson,WI,Wisconsin,21196,847
Hazel Dell,WA,Washington,21196,1692
Carrboro,NC,North Carolina,21190,1263
Bardstown,KY,Kentucky,21184,420
East Ridge,TN,Tennessee,21182,987
Elko,NV,Nevada,21179,442
Covington,WA,Washington,21175,1378
Gaffney,SC,South Carolina,21169,583
Sun Valley,NV,Nevada,21159,549
Sidney,OH,Ohio,21148,659
Bonney Lake,WA,Washington,21148,993
Dickinson,TX,Texas,21129,806
Martha Lake,WA,Washington,21129,1791
Bothell West,WA,Washington,21115,1965
Arnold,MO,Missouri,21091,706
Ballenger Creek,MD,Maryland,21080,753
Rolla,MO,Missouri,21059,650
West Pensacola,FL,Florida,21056,1133
Harvey,LA,Louisiana,21054,1253
Johnstown,CO,Colorado,21048,426
Cockeysville,MD,Maryland,21038,713
Pleasant Prairie,WI,Wisconsin,21034,243
Shelbyville,IN,Indiana,21028,602
Sweetwater,FL,Florida,20994,3699
St. Andrews,SC,South Carolina,20990,1308
Milwaukie,OR,Oregon,20990,1653
Bryant,AR,Arkansas,20968,395
Salmon Creek,WA,Washington,20956,1274
Kill Devil Hills,NC,North Carolina,20951,503
North Salt Lake,UT,Utah,20948,955
Apollo Beach,FL,Florida,20947,408
Guayama,PR,Puerto Rico,20913,2208
Cornelia,GA,Georgia,20913,435
Suwanee,GA,Georgia,20907,742
New Hope,MN,Minnesota,20907,1596
Wade Hampton,SC,South Carolina,20906,906
Green Valley,AZ,Arizona,20902,251
Mill Creek,WA,Washington,20897,1737
Universal City,TX,Texas,20890,1448
Montclair,VA,Virginia,20881,1341
Lorton,VA,Virginia,20871,1507
Clemmons,NC,North Carolina,20867,678
Rosamond,CA,California,20851,154
Bear,DE,Delaware,20850,1409
Dyersburg,TN,Tennessee,20839,363
Oneida,NY,New York,20828,190
Hunters Creek,FL,Florida,20817,1142
Holiday,FL,Florida,20816,1509
Louisville,CO,Colorado,20816,1007
Dixon,CA,California,20803,1131
Murray,KY,Kentucky,20776,642
Golden,CO,Colorado,20767,831
Olean,NY,New York,20755,879
Clifton,CO,Colorado,20748,1324
Grayslake,IL,Illinois,20725,728
North Bellmore,NY,New York,20718,3052
Palisades Park,NJ,New Jersey,20715,6455
South Milwaukee,WI,Wisconsin,20696,1654
Gardner,MA,Massachusetts,20683,361
Havelock,NC,North Carolina,20677,448
Lake Ronkonkoma,NY,New York,20667,1616
Lebanon,OH,Ohio,20659,622
East Moline,IL,Illinois,20645,545
Norwalk,OH,Ohio,20629,734
Yorkville,IL,Illinois,20613,398
Logansport,IN,Indiana,20608,648
Dublin,GA,Georgia,20583,385
North Ogden,UT,Utah,20582,1066
South El Monte,CA,California,20574,2793
Lynn Haven,FL,Florida,20525,758
Ferguson,MO,Missouri,20525,1283
Arlington,WA,Washington,20523,815
Willmar,MN,Minnesota,20510,549
Alice,TX,Texas,20510,601
Swansboro,NC,North Carolina,20507,573
Murphy,TX,Texas,20500,1392
Culpeper,VA,Virginia,20485,1002
Ozark,MO,Missouri,20482,706
American Canyon,CA,California,20475,1298
Papillion,NE,Nebraska,20471,800
The Dalles,OR,Oregon,20442,913
Columbia Heights,MN,Minnesota,20427,2327
Barre,VT,Vermont,20421,834
Amherst Center,MA,Massachusetts,20409,1594
Crest Hill,IL,Illinois,20376,872
Punta Gorda,FL,Florida,20369,506
Neabsco,VA,Virginia,20364,1706
Newton,KS,Kansas,20361,502
Poplar Bluff,MO,Missouri,20359,497
Ennis,TX,Texas,20357,242
Tukwila,WA,Washington,20347,855
Prunedale,CA,California,20327,170
Lomita,CA,California,20320,4103
Payson,UT,Utah,20303,620
Mountain Brook,AL,Alabama,20297,611
Glassboro,NJ,New Jersey,20288,840
Bayshore Gardens,FL,Florida,20287,2225
Ashland,OH,Ohio,20275,693
Shelton,WA,Washington,20264,708
Shenandoah,LA,Louisiana,20252,1261
Cherry Hill,VA,Virginia,20241,1001
Henderson,NC,North Carolina,20238,676
Linda,CA,California,20228,909
Agoura Hills,CA,California,20222,1000
East Hemet,CA,California,20211,1500
Libertyville,IL,Illinois,20205,885
Durango,CO,Colorado,20203,498
East Northport,NY,New York,20190,1509
Howard,WI,Wisconsin,20177,422
Monmouth,OR,Oregon,20172,1880
Ypsilanti,MI,Michigan,20171,1842
Mokena,IL,Illinois,20159,884
Pleasantville,NJ,New Jersey,20149,1359
Affton,MO,Missouri,20148,1702
Bartow,FL,Florida,20147,168
Ashland,KY,Kentucky,20146,724
Mead Valley,CA,California,20145,407
Miamisburg,OH,Ohio,20143,637
Merrick,NY,New York,20130,1952
Charleston,IL,Illinois,20117,874
Germantown,WI,Wisconsin,20116,225
Escanaba,MI,Michigan,20094,368
Selden,NY,New York,20093,1795
Bayou Cane,LA,Louisiana,20093,1020
Mililani Mauka,HI,Hawaii,20090,1949
Snellville,GA,Georgia,20077,740
Sulphur,LA,Louisiana,20065,690
Harrison,NJ,New Jersey,20061,6395
South St. Paul,MN,Minnesota,20060,1377
Oregon,OH,Ohio,20055,271
Middleton,WI,Wisconsin,20034,866
Ferndale,MI,Michigan,20033,1995
West Chester,PA,Pennsylvania,20029,4188
Forest Park,GA,Georgia,20020,830
La Cañada Flintridge,CA,California,20009,895
Hauppauge,NY,New York,20005,720
Safford,AZ,Arizona,19987,450
Rocky River,OH,Ohio,19986,1629
South San Jose Hills,CA,California,19977,5115
Elmwood Park,NJ,New Jersey,19966,2916
El Reno,OK,Oklahoma,19965,97
Saco,ME,Maine,19964,200
Fairwood,WA,Washington,19962,1628
Greenwood,MS,Mississippi,19961,424
West St. Paul,MN,Minnesota,19961,1570
Valley,AL,Alabama,19926,275
Orinda,CA,California,19926,598
Helena,AL,Alabama,19925,377
Cullman,AL,Alabama,19920,283
Alamo,TX,Texas,19910,1023
Sand Springs,OK,Oklahoma,19905,396
Vernal,UT,Utah,19893,871
Laurinburg,NC,North Carolina,19889,462
Painesville,OH,Ohio,19886,1124
Sherwood,OR,Oregon,19879,1723
Lake Zurich,IL,Illinois,19877,1122
West Hempstead,NY,New York,19864,2887
Rosedale,MD,Maryland,19842,1111
Ottawa,IL,Illinois,19839,545
Meadowbrook,VA,Virginia,19811,938
Casa de Oro-Mount Helix,CA,California,19804,1116
Lake Shore,MD,Maryland,19791,569
Parma Heights,OH,Ohio,19790,1823
Old Jamestown,MO,Missouri,19777,511
Norwood,OH,Ohio,19776,2429
Monroe,WA,Washington,19776,1252
Selma,AL,Alabama,19775,481
Makakilo,HI,Hawaii,19775,2000
Tahlequah,OK,Oklahoma,19773,520
Brockport,NY,New York,19764,1449
Rockport,TX,Texas,19743,247
Mesquite,NV,Nevada,19726,241
Franconia,VA,Virginia,19720,2188
Front Royal,VA,Virginia,19719,574
West Mifflin,PA,Pennsylvania,19699,535
Albany,CA,California,19696,4250
La Crescenta-Montrose,CA,California,19689,2217
Somerton,AZ,Arizona,19684,861
Blythe,CA,California,19682,285
Horizon City,TX,Texas,19642,870
Montgomery,IL,Illinois,19638,818
Stillwater,MN,Minnesota,19627,941
Eloy,AZ,Arizona,19625,66
Brigham City,UT,Utah,19601,308
Murrysville,PA,Pennsylvania,19590,205
Brainerd,MN,Minnesota,19583,426
Rio Rico,AZ,Arizona,19581,121
Central Falls,RI,Rhode Island,19568,6320
Haslett,MI,Michigan,19565,490
Tullahoma,TN,Tennessee,19555,322
Baldwin,PA,Pennsylvania,19554,1307
Anna,TX,Texas,19541,360
Danville,KY,Kentucky,19529,376
Langley Park,MD,Maryland,19520,7580
South Burlington,VT,Vermont,19509,456
North Liberty,IA,Iowa,19501,835
Lake Butler,FL,Florida,19499,660
Schofield Barracks,HI,Hawaii,19499,2716
Vincennes,IN,Indiana,19498,878
Sienna Plantation,TX,Texas,19486,581
Holtsville,NY,New York,19479,1057
Abbeville,LA,Louisiana,19470,768
Bourbonnais,IL,Illinois,19462,793
Syosset,NY,New York,19453,1509
Matteson,IL,Illinois,19448,807
Lynbrook,NY,New York,19448,3730
Lake Forest,IL,Illinois,19446,436
Angleton,TX,Texas,19431,645
Castaic,CA,California,19400,1031
Canby,OR,Oregon,19393,1545
Wendell,NC,North Carolina,19382,600
Frankfort,IL,Illinois,19373,464
Laconia,NH,New Hampshire,19371,322
Silverthorne,CO,Colorado,19344,467
Altamont,OR,Oregon,19341,920
Sheridan,WY,Wyoming,19320,546
Hermosa Beach,CA,California,19320,5231
Durant,OK,Oklahoma,19315,270
Sylvania,OH,Ohio,19311,1123
Corning,NY,New York,19296,1319
Arbutus,MD,Maryland,19292,1141
White Oak,OH,Ohio,19271,1196
Morristown,NJ,New Jersey,19261,2556
Pinole,CA,California,19250,1456
Erlanger,KY,Kentucky,19246,888
Altoona,IA,Iowa,19221,680
Bethany,OK,Oklahoma,19221,1419
Sherrelwood,CO,Colorado,19208,3053
Mineola,NY,New York,19207,3945
Carlisle,PA,Pennsylvania,19198,1339
Stevenson Ranch,CA,California,19179,1165
Highland,UT,Utah,19175,856
Liberal,KS,Kansas,19174,647
Cameron Park,CA,California,19171,659
Pinecrest,FL,Florida,19155,992
Evergreen Park,IL,Illinois,19147,2337
Tiffin,OH,Ohio,19130,988
Mount Airy,NC,North Carolina,19119,337
Broadview Heights,OH,Ohio,19102,565
Westbrook,ME,Maine,19074,428
Red Bluff,CA,California,19039,742
Arcadia,FL,Florida,19038,743
White Oak,MD,Maryland,19020,1942
Fox Crossing,WI,Wisconsin,19012,598
McKeesport,PA,Pennsylvania,19009,1454
Bellaire,TX,Texas,18971,2036
Troy,AL,Alabama,18957,258
Onalaska,WI,Wisconsin,18943,713
Lexington,NC,North Carolina,18933,406
Springboro,OH,Ohio,18931,783
Whitehall,OH,Ohio,18926,1384
Sartell,MN,Minnesota,18926,726
Badger,AK,Alaska,18911,111
Five Corners,WA,Washington,18908,1254
McAlester,OK,Oklahoma,18896,424
La Follette,TN,Tennessee,18884,525
Terrell,TX,Texas,18869,320
Natchitoches,LA,Louisiana,18859,297
Twinsburg,OH,Ohio,18856,529
Central Point,OR,Oregon,18848,1850
Seminole,FL,Florida,18838,1407
Coldwater,MI,Michigan,18832,488
St. John,IN,Indiana,18796,583
Point Pleasant,NJ,New Jersey,18772,2075
Grandview,WA,Washington,18772,665
Marshfield,WI,Wisconsin,18764,522
Hawthorne,NJ,New Jersey,18753,2181
Cimarron Hills,CO,Colorado,18727,1217
Alsip,IL,Illinois,18709,1107
Avon,IN,Indiana,18706,385
Homewood,IL,Illinois,18703,1384
Port Isabel,TX,Texas,18686,355
Bellwood,IL,Illinois,18672,3006
Marinette,WI,Wisconsin,18671,580
Bay City,TX,Texas,18661,730
North Valley Stream,NY,New York,18661,3863
Ansonia,CT,Connecticut,18654,1196
Deerfield,IL,Illinois,18646,1301
Westminster,MD,Maryland,18640,1077
Creve Coeur,MO,Missouri,18622,699
Seabrook,MD,Maryland,18616,2335
Berea,OH,Ohio,18609,1269
Cocoa,FL,Florida,18603,538
Moultrie,GA,Georgia,18602,329
Avenel,NJ,New Jersey,18592,2062
Forest Park,OH,Ohio,18583,1112
Sudley,VA,Virginia,18575,2601
Anacortes,WA,Washington,18563,578
Winthrop,MA,Massachusetts,18544,3597
Rancho Mirage,CA,California,18528,282
Gibsonton,FL,Florida,18515,558
Lynden,WA,Washington,18512,1084
North Massapequa,NY,New York,18505,2386
Gautier,MS,Mississippi,18490,235
Mayfield Heights,OH,Ohio,18487,1711
Breaux Bridge,LA,Louisiana,18484,407
Hopkins,MN,Minnesota,18468,1752
Defiance,OH,Ohio,18460,512
Iron Mountain,MI,Michigan,18432,374
Berea,KY,Kentucky,18423,374
Altus,OK,Oklahoma,18418,385
Bryn Mawr-Skyway,WA,Washington,18414,2502
Uvalde,TX,Texas,18406,806
Brushy Creek,TX,Texas,18399,1091
Brook Park,OH,Ohio,18382,943
North Amityville,NY,New York,18382,3014
Wallingford Center,CT,Connecticut,18360,976
Sunnyside,WA,Washington,18352,859
World Golf Village,FL,Florida,18327,263
Sycamore,IL,Illinois,18322,719
Franklin Farm,VA,Virginia,18321,1489
Chowchilla,CA,California,18310,637
Brookfield,IL,Illinois,18310,2307
Ronkonkoma,NY,New York,18309,903
Rutherford,NJ,New Jersey,18303,2541
Merrifield,VA,Virginia,18291,2616
Newburyport,MA,Massachusetts,18289,845
Idylwood,VA,Virginia,18273,2518
Kilgore,TX,Texas,18265,308
Radford,VA,Virginia,18249,728
Palestine,TX,Texas,18243,352
Crawfordsville,IN,Indiana,18242,643
Springfield,TN,Tennessee,18241,516
Boerne,TX,Texas,18232,622
Hyattsville,MD,Maryland,18230,2627
Lake Placid,FL,Florida,18227,256
St. Michael,MN,Minnesota,18204,215
Maumelle,AR,Arkansas,18199,582
Niles,OH,Ohio,18176,815
Iselin,NJ,New Jersey,18175,2201
Menomonie,WI,Wisconsin,18159,467
Trenton,MI,Michigan,18157,967
Rutland,VT,Vermont,18131,771
Imperial,CA,California,18120,1121
Orange,TX,Texas,18118,316
Otsego,MN,Minnesota,18113,236
Madison,IN,Indiana,18109,530
St. Matthews,KY,Kentucky,18105,1597
Alton,TX,Texas,18105,956
Cudahy,WI,Wisconsin,18104,1464
Round Lake,IL,Illinois,18100,1257
Oxon Hill,MD,Maryland,18080,1054
Manchester,MO,Missouri,18073,1386
Beeville,TX,Texas,18068,800
Cary,IL,Illinois,18067,1118
North Wilkesboro,NC,North Carolina,18066,244
North Aurora,IL,Illinois,18057,962
Lithia Springs,GA,Georgia,18054,513
Bon Air,VA,Virginia,18052,833
Bensenville,IL,Illinois,18044,1271
Eastlake,OH,Ohio,18042,1089
Beaver Dam,WI,Wisconsin,18041,868
Safety Harbor,FL,Florida,18016,1412
Mattoon,IL,Illinois,18016,659
Macomb,IL,Illinois,18006,620
North Druid Hills,GA,Georgia,18002,1529
West Columbia,SC,South Carolina,17998,780
Fayetteville,GA,Georgia,17991,539
Sunland Park,NM,New Mexico,17978,533
Estelle,LA,Louisiana,17968,1495
Mountain House,CA,California,17966,2172
San Carlos Park,FL,Florida,17961,1467
Zachary,LA,Louisiana,17949,265
Kingsland,GA,Georgia,17949,155
Marco Island,FL,Florida,17947,569
Huntington,IN,Indiana,17942,734
Ingleside,TX,Texas,17940,233
Humacao,PR,Puerto Rico,17939,1405
Wantagh,NY,New York,17915,1806
Lenoir,NC,North Carolina,17913,334
Concord,MO,Missouri,17912,1258
Easton,MD,Maryland,17911,561
Burke Centre,VA,Virginia,17894,2205
Perry,GA,Georgia,17894,258
Hannibal,MO,Missouri,17884,418
Menasha,WI,Wisconsin,17873,1139
Oak Grove,OR,Oregon,17872,1770
Scarsdale,NY,New York,17871,1035
Brenham,TX,Texas,17863,534
Ocean Springs,MS,Mississippi,17862,597
Dallas,OR,Oregon,17859,1334
Woodcrest,CA,California,17859,606
White Settlement,TX,Texas,17851,1368
Five Forks,SC,South Carolina,17844,910
Knightdale,NC,North Carolina,17843,923
